#    L    TT             EE             TE             PP             TP          
   321   0.337821E+04   0.134209E+02   0.119912E+03   0.149942E+07   0.741022E+03
   322   0.334459E+04   0.136125E+02   0.119397E+03   0.149363E+07   0.733587E+03
   323   0.331113E+04   0.138036E+02   0.118843E+03   0.148789E+07   0.726208E+03
   324   0.327784E+04   0.139943E+02   0.118252E+03   0.148217E+07   0.718887E+03
   325   0.324473E+04   0.141845E+02   0.117622E+03   0.147649E+07   0.711623E+03
   326   0.321181E+04   0.143742E+02   0.116955E+03   0.147083E+07   0.704416E+03
   327   0.317908E+04   0.145632E+02   0.116249E+03   0.146521E+07   0.697267E+03
   328   0.314657E+04   0.147514E+02   0.115506E+03   0.145962E+07   0.690177E+03
   329   0.311426E+04   0.149388E+02   0.114727E+03   0.145406E+07   0.683144E+03
   330   0.308219E+04   0.151254E+02   0.113910E+03   0.144854E+07   0.676170E+03
   331   0.305035E+04   0.153110E+02   0.113056E+03   0.144304E+07   0.669255E+03
   332   0.301875E+04   0.154956E+02   0.112166E+03   0.143757E+07   0.662400E+03
   333   0.298739E+04   0.156791E+02   0.111240E+03   0.143213E+07   0.655603E+03
   334   0.295630E+04   0.158614E+02   0.110279E+03   0.142673E+07   0.648866E+03
   335   0.292547E+04   0.160424E+02   0.109282E+03   0.142135E+07   0.642189E+03
   336   0.289493E+04   0.162221E+02   0.108250E+03   0.141600E+07   0.635572E+03
   337   0.286466E+04   0.164004E+02   0.107185E+03   0.141068E+07   0.629015E+03
   338   0.283469E+04   0.165773E+02   0.106085E+03   0.140538E+07   0.622519E+03
   339   0.280501E+04   0.167527E+02   0.104953E+03   0.140012E+07   0.616084E+03
   340   0.277565E+04   0.169265E+02   0.103787E+03   0.139488E+07   0.609710E+03
   341   0.274660E+04   0.170985E+02   0.102589E+03   0.138967E+07   0.603397E+03
   342   0.271787E+04   0.172688E+02   0.101358E+03   0.138449E+07   0.597146E+03
   343   0.268947E+04   0.174373E+02   0.100096E+03   0.137934E+07   0.590957E+03
   344   0.266139E+04   0.176038E+02   0.988013E+02   0.137421E+07   0.584830E+03
   345   0.263365E+04   0.177683E+02   0.974758E+02   0.136911E+07   0.578765E+03
   346   0.260625E+04   0.179306E+02   0.961192E+02   0.136404E+07   0.572763E+03
   347   0.257919E+04   0.180908E+02   0.947322E+02   0.135899E+07   0.566824E+03
   348   0.255248E+04   0.182486E+02   0.933148E+02   0.135396E+07   0.560948E+03
   349   0.252614E+04   0.184043E+02   0.918692E+02   0.134897E+07   0.555136E+03
   350   0.250015E+04   0.185575E+02   0.903948E+02   0.134400E+07   0.549387E+03
   351   0.247455E+04   0.187084E+02   0.888931E+02   0.133905E+07   0.543702E+03
   352   0.244934E+04   0.188568E+02   0.873648E+02   0.133413E+07   0.538079E+03
   353   0.242450E+04   0.190027E+02   0.858099E+02   0.132923E+07   0.532516E+03
   354   0.240007E+04   0.191461E+02   0.842308E+02   0.132436E+07   0.527012E+03
   355   0.237604E+04   0.192869E+02   0.826267E+02   0.131951E+07   0.521566E+03
   356   0.235241E+04   0.194249E+02   0.809983E+02   0.131468E+07   0.516175E+03
   357   0.232919E+04   0.195603E+02   0.793465E+02   0.130988E+07   0.510837E+03
   358   0.230638E+04   0.196928E+02   0.776720E+02   0.130511E+07   0.505552E+03
   359   0.228399E+04   0.198223E+02   0.759749E+02   0.130035E+07   0.500317E+03
   360   0.226201E+04   0.199489E+02   0.742566E+02   0.129563E+07   0.495130E+03
   361   0.224046E+04   0.200725E+02   0.725161E+02   0.129092E+07   0.489991E+03
   362   0.221932E+04   0.201930E+02   0.707554E+02   0.128624E+07   0.484897E+03
   363   0.219862E+04   0.203102E+02   0.689750E+02   0.128158E+07   0.479846E+03
   364   0.217834E+04   0.204243E+02   0.671757E+02   0.127694E+07   0.474837E+03
   365   0.215851E+04   0.205352E+02   0.653582E+02   0.127233E+07   0.469868E+03
   366   0.213911E+04   0.206427E+02   0.635235E+02   0.126774E+07   0.464938E+03
   367   0.212015E+04   0.207469E+02   0.616722E+02   0.126317E+07   0.460044E+03
   368   0.210163E+04   0.208477E+02   0.598053E+02   0.125863E+07   0.455186E+03
   369   0.208356E+04   0.209451E+02   0.579235E+02   0.125411E+07   0.450361E+03
   370   0.206594E+04   0.210389E+02   0.560275E+02   0.124961E+07   0.445567E+03
   371   0.204877E+04   0.211293E+02   0.541182E+02   0.124513E+07   0.440804E+03
   372   0.203205E+04   0.212160E+02   0.521964E+02   0.124067E+07   0.436068E+03
   373   0.201578E+04   0.212991E+02   0.502629E+02   0.123624E+07   0.431359E+03
   374   0.199996E+04   0.213787E+02   0.483184E+02   0.123182E+07   0.426676E+03
   375   0.198460E+04   0.214546E+02   0.463637E+02   0.122743E+07   0.422015E+03
   376   0.196969E+04   0.215267E+02   0.443997E+02   0.122306E+07   0.417375E+03
   377   0.195524E+04   0.215950E+02   0.424270E+02   0.121871E+07   0.412756E+03
   378   0.194124E+04   0.216595E+02   0.404465E+02   0.121439E+07   0.408154E+03
   379   0.192770E+04   0.217201E+02   0.384589E+02   0.121008E+07   0.403569E+03
   380   0.191462E+04   0.217768E+02   0.364651E+02   0.120579E+07   0.398998E+03
   381   0.190200E+04   0.218296E+02   0.344657E+02   0.120153E+07   0.394441E+03
   382   0.188984E+04   0.218783E+02   0.324616E+02   0.119728E+07   0.389895E+03
   383   0.187814E+04   0.219231E+02   0.304536E+02   0.119306E+07   0.385358E+03
   384   0.186689E+04   0.219638E+02   0.284427E+02   0.118885E+07   0.380829E+03
   385   0.185610E+04   0.220004E+02   0.264296E+02   0.118467E+07   0.376306E+03
   386   0.184576E+04   0.220331E+02   0.244153E+02   0.118050E+07   0.371788E+03
   387   0.183589E+04   0.220618E+02   0.224005E+02   0.117635E+07   0.367272E+03
   388   0.182647E+04   0.220864E+02   0.203863E+02   0.117223E+07   0.362758E+03
   389   0.181749E+04   0.221071E+02   0.183735E+02   0.116812E+07   0.358243E+03
   390   0.180897E+04   0.221236E+02   0.163628E+02   0.116404E+07   0.353725E+03
   391   0.180090E+04   0.221362E+02   0.143551E+02   0.115997E+07   0.349204E+03
   392   0.179327E+04   0.221446E+02   0.123514E+02   0.115592E+07   0.344677E+03
   393   0.178609E+04   0.221489E+02   0.103523E+02   0.115189E+07   0.340142E+03
   394   0.177934E+04   0.221492E+02   0.835857E+01   0.114788E+07   0.335598E+03
   395   0.177303E+04   0.221452E+02   0.637121E+01   0.114388E+07   0.331044E+03
   396   0.176716E+04   0.221373E+02   0.439096E+01   0.113991E+07   0.326477E+03
   397   0.176172E+04   0.221251E+02   0.241864E+01   0.113595E+07   0.321895E+03
   398   0.175671E+04   0.221088E+02   0.455037E+00   0.113201E+07   0.317298E+03
   399   0.175213E+04   0.220883E+02  -0.149904E+01   0.112809E+07   0.312683E+03
   400   0.174798E+04   0.220638E+02  -0.344280E+01   0.112419E+07   0.308049E+03
   401   0.174426E+04   0.220352E+02  -0.537546E+01   0.112030E+07   0.303394E+03
   402   0.174095E+04   0.220024E+02  -0.729623E+01   0.111644E+07   0.298721E+03
   403   0.173807E+04   0.219655E+02  -0.920436E+01   0.111259E+07   0.294030E+03
   404   0.173560E+04   0.219246E+02  -0.110991E+02   0.110875E+07   0.289325E+03
   405   0.173354E+04   0.218796E+02  -0.129796E+02   0.110494E+07   0.284606E+03
   406   0.173189E+04   0.218307E+02  -0.148453E+02   0.110114E+07   0.279877E+03
   407   0.173063E+04   0.217777E+02  -0.166952E+02   0.109736E+07   0.275139E+03
   408   0.172978E+04   0.217207E+02  -0.185286E+02   0.109360E+07   0.270393E+03
   409   0.172930E+04   0.216598E+02  -0.203449E+02   0.108985E+07   0.265643E+03
   410   0.172922E+04   0.215949E+02  -0.221431E+02   0.108612E+07   0.260890E+03
   411   0.172951E+04   0.215262E+02  -0.239228E+02   0.108241E+07   0.256137E+03
   412   0.173017E+04   0.214536E+02  -0.256831E+02   0.107871E+07   0.251384E+03
   413   0.173121E+04   0.213772E+02  -0.274236E+02   0.107503E+07   0.246635E+03
   414   0.173261E+04   0.212970E+02  -0.291435E+02   0.107137E+07   0.241890E+03
   415   0.173436E+04   0.212132E+02  -0.308422E+02   0.106772E+07   0.237153E+03
   416   0.173647E+04   0.211256E+02  -0.325192E+02   0.106409E+07   0.232426E+03
   417   0.173893E+04   0.210344E+02  -0.341735E+02   0.106048E+07   0.227709E+03
   418   0.174174E+04   0.209396E+02  -0.358048E+02   0.105688E+07   0.223006E+03
   419   0.174487E+04   0.208412E+02  -0.374123E+02   0.105330E+07   0.218318E+03
   420   0.174835E+04   0.207393E+02  -0.389954E+02   0.104974E+07   0.213648E+03
   421   0.175216E+04   0.206339E+02  -0.405534E+02   0.104619E+07   0.208997E+03
   422   0.175628E+04   0.205250E+02  -0.420856E+02   0.104266E+07   0.204367E+03
   423   0.176073E+04   0.204126E+02  -0.435914E+02   0.103914E+07   0.199761E+03
   424   0.176549E+04   0.202968E+02  -0.450702E+02   0.103564E+07   0.195180E+03
   425   0.177054E+04   0.201778E+02  -0.465215E+02   0.103215E+07   0.190626E+03
   426   0.177591E+04   0.200554E+02  -0.479450E+02   0.102868E+07   0.186102E+03
   427   0.178155E+04   0.199300E+02  -0.493400E+02   0.102523E+07   0.181610E+03
   428   0.178748E+04   0.198015E+02  -0.507063E+02   0.102179E+07   0.177150E+03
   429   0.179368E+04   0.196700E+02  -0.520434E+02   0.101837E+07   0.172727E+03
   430   0.180014E+04   0.195356E+02  -0.533508E+02   0.101496E+07   0.168341E+03
   431   0.180686E+04   0.193984E+02  -0.546281E+02   0.101157E+07   0.163994E+03
   432   0.181383E+04   0.192584E+02  -0.558750E+02   0.100819E+07   0.159689E+03
   433   0.182106E+04   0.191158E+02  -0.570908E+02   0.100483E+07   0.155428E+03
   434   0.182852E+04   0.189705E+02  -0.582752E+02   0.100149E+07   0.151212E+03
   435   0.183622E+04   0.188227E+02  -0.594277E+02   0.998155E+06   0.147043E+03
   436   0.184415E+04   0.186724E+02  -0.605479E+02   0.994839E+06   0.142925E+03
   437   0.185231E+04   0.185195E+02  -0.616354E+02   0.991537E+06   0.138858E+03
   438   0.186068E+04   0.183644E+02  -0.626897E+02   0.988250E+06   0.134844E+03
   439   0.186927E+04   0.182070E+02  -0.637103E+02   0.984978E+06   0.130887E+03
   440   0.187806E+04   0.180473E+02  -0.646972E+02   0.981721E+06   0.126987E+03
   441   0.188705E+04   0.178856E+02  -0.656498E+02   0.978478E+06   0.123146E+03
   442   0.189621E+04   0.177217E+02  -0.665680E+02   0.975249E+06   0.119368E+03
   443   0.190555E+04   0.175560E+02  -0.674513E+02   0.972035E+06   0.115653E+03
   444   0.191506E+04   0.173883E+02  -0.682994E+02   0.968835E+06   0.112004E+03
   445   0.192472E+04   0.172189E+02  -0.691121E+02   0.965649E+06   0.108423E+03
   446   0.193452E+04   0.170478E+02  -0.698890E+02   0.962478E+06   0.104912E+03
   447   0.194447E+04   0.168751E+02  -0.706303E+02   0.959320E+06   0.101472E+03
   448   0.195456E+04   0.167010E+02  -0.713357E+02   0.956177E+06   0.981064E+02
   449   0.196479E+04   0.165255E+02  -0.720050E+02   0.953047E+06   0.948166E+02
   450   0.197514E+04   0.163486E+02  -0.726382E+02   0.949931E+06   0.916047E+02
   451   0.198561E+04   0.161705E+02  -0.732351E+02   0.946829E+06   0.884721E+02
   452   0.199621E+04   0.159913E+02  -0.737955E+02   0.943741E+06   0.854184E+02
   453   0.200691E+04   0.158111E+02  -0.743194E+02   0.940666E+06   0.824425E+02
   454   0.201771E+04   0.156300E+02  -0.748065E+02   0.937605E+06   0.795433E+02
   455   0.202859E+04   0.154481E+02  -0.752567E+02   0.934558E+06   0.767198E+02
   456   0.203956E+04   0.152653E+02  -0.756699E+02   0.931523E+06   0.739709E+02
   457   0.205060E+04   0.150819E+02  -0.760459E+02   0.928503E+06   0.712956E+02
   458   0.206169E+04   0.148980E+02  -0.763844E+02   0.925495E+06   0.686927E+02
   459   0.207283E+04   0.147136E+02  -0.766856E+02   0.922501E+06   0.661614E+02
   460   0.208402E+04   0.145288E+02  -0.769495E+02   0.919520E+06   0.637004E+02
   461   0.209524E+04   0.143436E+02  -0.771755E+02   0.916552E+06   0.613087E+02
   462   0.210651E+04   0.141584E+02  -0.773658E+02   0.913597E+06   0.589854E+02
   463   0.211780E+04   0.139732E+02  -0.775189E+02   0.910655E+06   0.567292E+02
   464   0.212913E+04   0.137881E+02  -0.776357E+02   0.907726E+06   0.545392E+02
   465   0.214047E+04   0.136032E+02  -0.777162E+02   0.904809E+06   0.524144E+02
   466   0.215184E+04   0.134185E+02  -0.777611E+02   0.901906E+06   0.503535E+02
   467   0.216322E+04   0.132344E+02  -0.777697E+02   0.899015E+06   0.483557E+02
   468   0.217460E+04   0.130507E+02  -0.777428E+02   0.896137E+06   0.464198E+02
   469   0.218597E+04   0.128676E+02  -0.776805E+02   0.893272E+06   0.445448E+02
   470   0.219733E+04   0.126853E+02  -0.775827E+02   0.890419E+06   0.427296E+02
   471   0.220866E+04   0.125037E+02  -0.774488E+02   0.887578E+06   0.409732E+02
   472   0.221995E+04   0.123231E+02  -0.772803E+02   0.884750E+06   0.392744E+02
   473   0.223119E+04   0.121435E+02  -0.770757E+02   0.881934E+06   0.376324E+02
   474   0.224239E+04   0.119650E+02  -0.768373E+02   0.879131E+06   0.360459E+02
   475   0.225353E+04   0.117877E+02  -0.765636E+02   0.876339E+06   0.345140E+02
   476   0.226461E+04   0.116118E+02  -0.762554E+02   0.873560E+06   0.330355E+02
   477   0.227563E+04   0.114372E+02  -0.759135E+02   0.870793E+06   0.316095E+02
   478   0.228658E+04   0.112643E+02  -0.755379E+02   0.868038E+06   0.302348E+02
   479   0.229747E+04   0.110930E+02  -0.751297E+02   0.865295E+06   0.289105E+02
   480   0.230827E+04   0.109235E+02  -0.746883E+02   0.862563E+06   0.276354E+02
   481   0.231901E+04   0.107557E+02  -0.742145E+02   0.859844E+06   0.264085E+02
   482   0.232964E+04   0.105900E+02  -0.737087E+02   0.857136E+06   0.252287E+02
   483   0.234018E+04   0.104263E+02  -0.731711E+02   0.854440E+06   0.240951E+02
   484   0.235062E+04   0.102648E+02  -0.726024E+02   0.851755E+06   0.230064E+02
   485   0.236093E+04   0.101056E+02  -0.720026E+02   0.849082E+06   0.219617E+02
   486   0.237113E+04   0.994875E+01  -0.713724E+02   0.846421E+06   0.209600E+02
   487   0.238119E+04   0.979430E+01  -0.707121E+02   0.843771E+06   0.200001E+02
   488   0.239112E+04   0.964250E+01  -0.700223E+02   0.841132E+06   0.190810E+02
   489   0.240092E+04   0.949327E+01  -0.693034E+02   0.838505E+06   0.182016E+02
   490   0.241058E+04   0.934684E+01  -0.685559E+02   0.835889E+06   0.173609E+02
   491   0.242009E+04   0.920329E+01  -0.677805E+02   0.833284E+06   0.165579E+02
   492   0.242945E+04   0.906261E+01  -0.669776E+02   0.830690E+06   0.157914E+02
   493   0.243867E+04   0.892496E+01  -0.661479E+02   0.828107E+06   0.150604E+02
   494   0.244774E+04   0.879049E+01  -0.652918E+02   0.825535E+06   0.143639E+02
   495   0.245664E+04   0.865928E+01  -0.644099E+02   0.822974E+06   0.137008E+02
   496   0.246539E+04   0.853133E+01  -0.635027E+02   0.820424E+06   0.130700E+02
   497   0.247396E+04   0.840678E+01  -0.625708E+02   0.817884E+06   0.124705E+02
   498   0.248236E+04   0.828572E+01  -0.616149E+02   0.815356E+06   0.119013E+02
   499   0.249058E+04   0.816822E+01  -0.606354E+02   0.812838E+06   0.113612E+02
   500   0.249860E+04   0.805444E+01  -0.596330E+02   0.810330E+06   0.108493E+02
   501   0.250643E+04   0.794437E+01  -0.586082E+02   0.807833E+06   0.103645E+02
   502   0.251406E+04   0.783816E+01  -0.575618E+02   0.805347E+06   0.990655E+01
   503   0.252149E+04   0.773580E+01  -0.564943E+02   0.802871E+06   0.947517E+01
   504   0.252871E+04   0.763753E+01  -0.554066E+02   0.800405E+06   0.907010E+01
   505   0.253574E+04   0.754325E+01  -0.542994E+02   0.797950E+06   0.869110E+01
   506   0.254255E+04   0.745311E+01  -0.531733E+02   0.795505E+06   0.833793E+01
   507   0.254916E+04   0.736721E+01  -0.520291E+02   0.793070E+06   0.801034E+01
   508   0.255556E+04   0.728560E+01  -0.508674E+02   0.790645E+06   0.770807E+01
   509   0.256175E+04   0.720836E+01  -0.496890E+02   0.788231E+06   0.743089E+01
   510   0.256773E+04   0.713553E+01  -0.484947E+02   0.785827E+06   0.717854E+01
   511   0.257348E+04   0.706719E+01  -0.472850E+02   0.783432E+06   0.695078E+01
   512   0.257903E+04   0.700337E+01  -0.460608E+02   0.781048E+06   0.674736E+01
   513   0.258435E+04   0.694416E+01  -0.448228E+02   0.778674E+06   0.656803E+01
   514   0.258945E+04   0.688961E+01  -0.435716E+02   0.776310E+06   0.641255E+01
   515   0.259432E+04   0.683977E+01  -0.423080E+02   0.773956E+06   0.628068E+01
   516   0.259897E+04   0.679470E+01  -0.410328E+02   0.771612E+06   0.617215E+01
   517   0.260339E+04   0.675444E+01  -0.397466E+02   0.769277E+06   0.608673E+01
   518   0.260757E+04   0.671907E+01  -0.384504E+02   0.766952E+06   0.602417E+01
   519   0.261152E+04   0.668861E+01  -0.371447E+02   0.764637E+06   0.598421E+01
   520   0.261522E+04   0.666312E+01  -0.358305E+02   0.762332E+06   0.596663E+01
   521   0.261869E+04   0.664265E+01  -0.345083E+02   0.760037E+06   0.597116E+01
   522   0.262191E+04   0.662725E+01  -0.331791E+02   0.757751E+06   0.599756E+01
   523   0.262488E+04   0.661695E+01  -0.318435E+02   0.755475E+06   0.604558E+01
   524   0.262761E+04   0.661179E+01  -0.305024E+02   0.753208E+06   0.611497E+01
   525   0.263010E+04   0.661179E+01  -0.291564E+02   0.750951E+06   0.620550E+01
   526   0.263234E+04   0.661699E+01  -0.278064E+02   0.748703E+06   0.631691E+01
   527   0.263434E+04   0.662741E+01  -0.264531E+02   0.746464E+06   0.644895E+01
   528   0.263610E+04   0.664310E+01  -0.250973E+02   0.744235E+06   0.660137E+01
   529   0.263761E+04   0.666406E+01  -0.237397E+02   0.742016E+06   0.677394E+01
   530   0.263889E+04   0.669032E+01  -0.223813E+02   0.739805E+06   0.696640E+01
   531   0.263992E+04   0.672192E+01  -0.210226E+02   0.737604E+06   0.717851E+01
   532   0.264071E+04   0.675885E+01  -0.196648E+02   0.735413E+06   0.741001E+01
   533   0.264126E+04   0.680114E+01  -0.183085E+02   0.733230E+06   0.766067E+01
   534   0.264157E+04   0.684880E+01  -0.169545E+02   0.731056E+06   0.793022E+01
   535   0.264163E+04   0.690187E+01  -0.156037E+02   0.728892E+06   0.821844E+01
   536   0.264145E+04   0.696034E+01  -0.142571E+02   0.726737E+06   0.852507E+01
   537   0.264103E+04   0.702422E+01  -0.129151E+02   0.724590E+06   0.884985E+01
   538   0.264037E+04   0.709352E+01  -0.115787E+02   0.722453E+06   0.919256E+01
   539   0.263948E+04   0.716823E+01  -0.102488E+02   0.720324E+06   0.955293E+01
   540   0.263834E+04   0.724835E+01  -0.892589E+01   0.718205E+06   0.993072E+01
   541   0.263697E+04   0.733390E+01  -0.761089E+01   0.716094E+06   0.103257E+02
   542   0.263537E+04   0.742487E+01  -0.630460E+01   0.713992E+06   0.107376E+02
   543   0.263353E+04   0.752125E+01  -0.500774E+01   0.711899E+06   0.111662E+02
   544   0.263147E+04   0.762304E+01  -0.372105E+01   0.709814E+06   0.116112E+02
   545   0.262918E+04   0.773021E+01  -0.244526E+01   0.707738E+06   0.120724E+02
   546   0.262666E+04   0.784275E+01  -0.118107E+01   0.705671E+06   0.125495E+02
   547   0.262391E+04   0.796064E+01   0.707969E-01   0.703613E+06   0.130423E+02
   548   0.262094E+04   0.808380E+01   0.130963E+01   0.701562E+06   0.135506E+02
   549   0.261774E+04   0.821238E+01   0.253469E+01   0.699521E+06   0.140740E+02
   550   0.261432E+04   0.834615E+01   0.374528E+01   0.697488E+06   0.146125E+02
